Experiment; Time; X; Y; Z
Simple Physics Engine - Steep Hilly Terrain - Fast z; 2.30; -0.88; -5.94; -0.69
Simple Physics Engine - Steep Hilly Terrain - Fast z; 2.40; -0.73; -6.37; 0.29
Simple Physics Engine - Steep Hilly Terrain - Fast z; 2.50; -1.19; -4.54; 1.06
Simple Physics Engine - Steep Hilly Terrain - Fast z; 2.60; -1.84; -4.54; 1.08
Simple Physics Engine - Steep Hilly Terrain - Fast z; 2.70; -2.32; -6.87; 0.34
Simple Physics Engine - Steep Hilly Terrain - Fast z; 2.80; -2.24; -6.44; -0.61
Simple Physics Engine - Steep Hilly Terrain - Fast z; 2.90; -1.69; -4.33; -1.12
Simple Physics Engine - Steep Hilly Terrain - Fast z; 3.00; -1.10; -6.14; -0.81
Simple Physics Engine - Steep Hilly Terrain - Fast z; 3.10; -0.84; -7.45; 0.07
Simple Physics Engine - Steep Hilly Terrain - Fast z; 3.20; -1.15; -5.84; 0.88
Simple Physics Engine - Steep Hilly Terrain - Fast z; 3.30; -1.71; -5.10; 1.03
Simple Physics Engine - Steep Hilly Terrain - Fast z; 3.40; -2.17; -7.53; 0.42
Simple Physics Engine - Steep Hilly Terrain - Fast z; 3.50; -2.16; -7.38; -0.48
Simple Physics Engine - Steep Hilly Terrain - Fast z; 3.60; -1.71; -5.33; -1.00
Simple Physics Engine - Steep Hilly Terrain - Fast z; 3.70; -1.20; -6.74; -0.76
Simple Physics Engine - Steep Hilly Terrain - Fast z; 3.80; -0.96; -8.20; 0.04
Simple Physics Engine - Steep Hilly Terrain - Fast z; 3.90; -1.22; -6.59; 0.79
Simple Physics Engine - Steep Hilly Terrain - Fast z; 4.00; -1.70; -6.00; 0.92
Simple Physics Engine - Steep Hilly Terrain - Fast z; 4.10; -2.08; -8.22; 0.34
Simple Physics Engine - Steep Hilly Terrain - Fast z; 4.20; -2.05; -7.88; -0.48
Simple Physics Engine - Steep Hilly Terrain - Fast z; 4.30; -1.65; -6.13; -0.91
Simple Physics Engine - Steep Hilly Terrain - Fast z; 4.40; -1.22; -7.65; -0.62
Simple Physics Engine - Steep Hilly Terrain - Fast z; 4.50; -1.07; -8.69; 0.14
Simple Physics Engine - Steep Hilly Terrain - Fast z; 4.60; -1.33; -6.98; 0.77
Simple Physics Engine - Steep Hilly Terrain - Fast z; 4.70; -1.75; -7.06; 0.77
Simple Physics Engine - Steep Hilly Terrain - Fast z; 4.80; -2.02; -8.90; 0.17
Simple Physics Engine - Steep Hilly Terrain - Fast z; 4.90; -1.91; -8.02; -0.55
Simple Physics Engine - Steep Hilly Terrain - Fast z; 5.00; -1.55; -6.94; -0.80
Simple Physics Engine - Steep Hilly Terrain - Fast z; 5.10; -1.22; -8.63; -0.41
Simple Physics Engine - Steep Hilly Terrain - Fast z; 5.20; -1.19; -8.85; 0.30
Simple Physics Engine - Steep Hilly Terrain - Fast z; 5.30; -1.46; -7.33; 0.74
Simple Physics Engine - Steep Hilly Terrain - Fast z; 5.40; -1.80; -8.21; 0.57
Simple Physics Engine - Steep Hilly Terrain - Fast z; 5.50; -1.94; -9.30; -0.06
Simple Physics Engine - Steep Hilly Terrain - Fast z; 5.60; -1.77; -8.01; -0.61
Simple Physics Engine - Steep Hilly Terrain - Fast z; 5.70; -1.46; -7.93; -0.65
Simple Physics Engine - Steep Hilly Terrain - Fast z; 5.80; -1.25; -9.37; -0.15
Simple Physics Engine - Steep Hilly Terrain - Fast z; 5.90; -1.32; -8.72; 0.45
Simple Physics Engine - Steep Hilly Terrain - Fast z; 6.00; -1.58; -7.93; 0.65
Simple Physics Engine - Steep Hilly Terrain - Fast z; 6.10; -1.82; -9.21; 0.31
Simple Physics Engine - Steep Hilly Terrain - Fast z; 6.20; -1.84; -9.28; -0.27
Simple Physics Engine - Steep Hilly Terrain - Fast z; 6.30; -1.64; -8.20; -0.61
Simple Physics Engine - Steep Hilly Terrain - Fast z; 6.40; -1.39; -8.98; -0.42
Simple Physics Engine - Steep Hilly Terrain - Fast z; 6.50; -1.31; -9.61; 0.10
Simple Physics Engine - Steep Hilly Terrain - Fast z; 6.60; -1.45; -8.62; 0.52
Simple Physics Engine - Steep Hilly Terrain - Fast z; 6.70; -1.67; -8.82; 0.48
Simple Physics Engine - Steep Hilly Terrain - Fast z; 6.80; -1.80; -9.73; 0.04
Simple Physics Engine - Steep Hilly Terrain - Fast z; 6.90; -1.73; -9.07; -0.41
Simple Physics Engine - Steep Hilly Terrain - Fast z; 7.00; -1.53; -8.80; -0.49
Simple Physics Engine - Steep Hilly Terrain - Fast z; 7.10; -1.38; -9.70; -0.16
Simple Physics Engine - Steep Hilly Terrain - Fast z; 7.20; -1.40; -9.45; 0.29
Simple Physics Engine - Steep Hilly Terrain - Fast z; 7.30; -1.56; -8.92; 0.47
Simple Physics Engine - Steep Hilly Terrain - Fast z; 7.40; -1.71; -9.61; 0.24
Simple Physics Engine - Steep Hilly Terrain - Fast z; 7.50; -1.73; -9.72; -0.17
Simple Physics Engine - Steep Hilly Terrain - Fast z; 7.60; -1.62; -9.12; -0.42
Simple Physics Engine - Steep Hilly Terrain - Fast z; 7.70; -1.48; -9.53; -0.29
Simple Physics Engine - Steep Hilly Terrain - Fast z; 7.80; -1.43; -9.87; 0.07
Simple Physics Engine - Steep Hilly Terrain - Fast z; 7.90; -1.50; -9.36; 0.35
Simple Physics Engine - Steep Hilly Terrain - Fast z; 8.00; -1.62; -9.49; 0.32
Simple Physics Engine - Steep Hilly Terrain - Fast z; 8.10; -1.69; -9.93; 0.02
Simple Physics Engine - Steep Hilly Terrain - Fast z; 8.20; -1.65; -9.59; -0.28
Simple Physics Engine - Steep Hilly Terrain - Fast z; 8.30; -1.55; -9.52; -0.31
Simple Physics Engine - Steep Hilly Terrain - Fast z; 8.40; -1.48; -9.93; -0.08
Simple Physics Engine - Steep Hilly Terrain - Fast z; 8.50; -1.49; -9.77; 0.20
Simple Physics Engine - Steep Hilly Terrain - Fast z; 8.60; -1.57; -9.59; 0.29
Simple Physics Engine - Steep Hilly Terrain - Fast z; 8.70; -1.63; -9.90; 0.13
Simple Physics Engine - Steep Hilly Terrain - Fast z; 8.80; -1.64; -9.90; -0.13
Simple Physics Engine - Steep Hilly Terrain - Fast z; 8.90; -1.59; -9.69; -0.25
Simple Physics Engine - Steep Hilly Terrain - Fast z; 9.00; -1.53; -9.88; -0.15
Simple Physics Engine - Steep Hilly Terrain - Fast z; 9.10; -1.52; -9.97; 0.06
Simple Physics Engine - Steep Hilly Terrain - Fast z; 9.20; -1.55; -9.80; 0.20
Simple Physics Engine - Steep Hilly Terrain - Fast z; 9.30; -1.59; -9.88; 0.15
Simple Physics Engine - Steep Hilly Terrain - Fast z; 9.40; -1.61; -9.99; -0.01
Simple Physics Engine - Steep Hilly Terrain - Fast z; 9.50; -1.59; -9.89; -0.15
Simple Physics Engine - Steep Hilly Terrain - Fast z; 9.60; -1.57; -9.90; -0.14
Simple Physics Engine - Steep Hilly Terrain - Fast z; 9.70; -1.55; -10.00; -0.02
Simple Physics Engine - Steep Hilly Terrain - Fast z; 9.80; -1.55; -9.95; 0.10
Simple Physics Engine - Steep Hilly Terrain - Fast z; 9.90; -1.56; -9.94; 0.11
Simple Physics Engine - Steep Hilly Terrain - Fast z; 10.00; -1.57; -9.99; 0.04
Simple Physics Engine - Steep Hilly Terrain - Fast z; 10.10; -1.58; -9.99; -0.05
Simple Physics Engine - Steep Hilly Terrain - Fast z; 10.20; -1.58; -9.97; -0.08
Simple Physics Engine - Steep Hilly Terrain - Fast z; 10.30; -1.57; -9.99; -0.04
Simple Physics Engine - Steep Hilly Terrain - Fast z; 10.40; -1.57; -10.00; 0.02
Simple Physics Engine - Steep Hilly Terrain - Fast z; 10.50; -1.57; -9.99; 0.04
