Experiment; Time; X; Y; Z
Complete Physics Engine - Steep Hilly Terrain - Slow x; 2,20; -0,14; -1,37; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 2,30; -0,35; -3,39; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 2,40; -0,56; -5,35; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 2,50; -0,79; -7,13; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 2,60; -1,04; -8,61; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 2,70; -1,30; -9,63; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 2,80; -1,59; -10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 2,90; -1,87; -9,56; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 3,00; -2,11; -8,59; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 3,10; -2,33; -7,25; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 3,20; -2,54; -5,68; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 3,30; -2,73; -3,98; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 3,40; -2,92; -2,23; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 3,50; -3,09; -0,51; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 3,60; -3,25; 1,13; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 3,70; -3,41; 2,64; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 3,80; -3,55; 4,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 3,90; -3,69; 5,18; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 4,00; -3,81; 6,18; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 4,10; -3,92; 7,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 4,20; -4,01; 7,65; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 4,30; -4,09; 8,15; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 4,40; -4,16; 8,50; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 4,50; -4,20; 8,73; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 4,60; -4,23; 8,86; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 4,70; -4,24; 8,89; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 4,80; -4,22; 8,82; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 4,90; -4,19; 8,65; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 5,00; -4,13; 8,37; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 5,10; -4,06; 7,97; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 5,20; -3,98; 7,42; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 5,30; -3,88; 6,71; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 5,40; -3,76; 5,83; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 5,50; -3,64; 4,78; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 5,60; -3,50; 3,55; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 5,70; -3,36; 2,15; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 5,80; -3,20; 0,60; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 5,90; -3,04; -1,05; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 6,00; -2,86; -2,77; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 6,10; -2,68; -4,49; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 6,20; -2,48; -6,14; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 6,30; -2,27; -7,64; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 6,40; -2,05; -8,87; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 6,50; -1,81; -9,72; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 6,60; -1,53; -9,99; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 6,70; -1,28; -9,58; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 6,80; -1,06; -8,72; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 6,90; -0,86; -7,57; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 7,00; -0,67; -6,25; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 7,10; -0,50; -4,82; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 7,20; -0,34; -3,37; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 7,30; -0,19; -1,93; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 7,40; -0,05; -0,54; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 7,50; 0,08; 0,75; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 7,60; 0,19; 1,94; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 7,70; 0,30; 3,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 7,80; 0,40; 3,93; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 7,90; 0,49; 4,73; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 8,00; 0,57; 5,40; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 8,10; 0,64; 5,94; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 8,20; 0,69; 6,37; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 8,30; 0,73; 6,68; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 8,40; 0,76; 6,89; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 8,50; 0,77; 6,99; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 8,60; 0,77; 6,99; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 8,70; 0,76; 6,90; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 8,80; 0,74; 6,71; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 8,90; 0,70; 6,42; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 9,00; 0,65; 6,02; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 9,10; 0,58; 5,50; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 9,20; 0,51; 4,86; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 9,30; 0,42; 4,09; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 9,40; 0,33; 3,20; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 9,50; 0,22; 2,17; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 9,60; 0,10; 1,03; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 9,70; -0,02; -0,23; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 9,80; -0,16; -1,58; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 9,90; -0,30; -2,99; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 10,00; -0,46; -4,43; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 10,10; -0,62; -5,85; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 10,20; -0,80; -7,19; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 10,30; -0,99; -8,38; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 10,40; -1,20; -9,33; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 10,50; -1,43; -9,91; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 10,60; -1,69; -9,93; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 10,70; -1,90; -9,46; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 10,80; -2,09; -8,70; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 10,90; -2,25; -7,78; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 11,00; -2,40; -6,76; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 11,10; -2,53; -5,71; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 11,20; -2,66; -4,66; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 11,30; -2,77; -3,65; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 11,40; -2,87; -2,69; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 11,50; -2,96; -1,80; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 11,60; -3,04; -1,01; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 11,70; -3,11; -0,30; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 11,80; -3,17; 0,30; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 11,90; -3,22; 0,81; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 12,00; -3,26; 1,22; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 12,10; -3,30; 1,53; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 12,20; -3,32; 1,74; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 12,30; -3,33; 1,85; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 12,40; -3,33; 1,86; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 12,50; -3,32; 1,78; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 12,60; -3,30; 1,59; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 12,70; -3,27; 1,31; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 12,80; -3,23; 0,92; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 12,90; -3,19; 0,44; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 13,00; -3,13; -0,14; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 13,10; -3,06; -0,81; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 13,20; -2,98; -1,57; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 13,30; -2,90; -2,42; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 13,40; -2,80; -3,34; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 13,50; -2,69; -4,32; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 13,60; -2,58; -5,35; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 13,70; -2,45; -6,38; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 13,80; -2,31; -7,40; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 13,90; -2,15; -8,34; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 14,00; -1,98; -9,16; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 14,10; -1,79; -9,76; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 14,20; -1,56; -10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 14,30; -1,35; -9,76; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 14,40; -1,18; -9,25; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 14,50; -1,04; -8,61; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 14,60; -0,91; -7,91; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 14,70; -0,80; -7,21; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 14,80; -0,71; -6,53; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 14,90; -0,63; -5,90; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 15,00; -0,56; -5,33; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 15,10; -0,51; -4,85; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 15,20; -0,46; -4,45; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 15,30; -0,43; -4,14; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 15,40; -0,40; -3,93; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 15,50; -0,39; -3,81; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 15,60; -0,39; -3,81; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 15,70; -0,40; -3,90; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 15,80; -0,42; -4,09; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 15,90; -0,45; -4,37; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 16,00; -0,49; -4,74; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 16,10; -0,55; -5,19; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 16,20; -0,61; -5,72; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 16,30; -0,68; -6,32; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 16,40; -0,77; -6,97; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 16,50; -0,87; -7,65; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 16,60; -0,99; -8,34; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 16,70; -1,12; -8,99; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 16,80; -1,27; -9,55; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 16,90; -1,45; -9,93; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 17,00; -1,65; -9,97; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 17,10; -1,82; -9,69; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 17,20; -1,95; -9,29; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 17,30; -2,05; -8,86; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 17,40; -2,13; -8,45; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 17,50; -2,20; -8,10; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 17,60; -2,24; -7,82; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 17,70; -2,27; -7,63; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 17,80; -2,29; -7,53; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 17,90; -2,29; -7,54; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 18,00; -2,27; -7,64; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 18,10; -2,24; -7,84; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 18,20; -2,20; -8,11; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 18,30; -2,13; -8,46; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 18,40; -2,06; -8,85; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 18,50; -1,96; -9,26; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 18,60; -1,84; -9,65; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 18,70; -1,68; -9,94; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 18,80; -1,51; -9,98; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 18,90; -1,36; -9,79; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 19,00; -1,27; -9,54; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 19,10; -1,20; -9,32; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 19,20; -1,16; -9,16; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 19,30; -1,14; -9,10; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 19,40; -1,15; -9,14; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 19,50; -1,18; -9,26; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 19,60; -1,24; -9,44; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 19,70; -1,31; -9,67; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 19,80; -1,42; -9,89; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 19,90; -1,57; -10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 20,00; -1,70; -9,91; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 20,10; -1,78; -9,78; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 20,20; -1,82; -9,70; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 20,30; -1,81; -9,70; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 20,40; -1,78; -9,79; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 20,50; -1,70; -9,92; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 20,60; -1,59; -10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 20,70; -1,48; -9,96; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 20,80; -1,43; -9,91; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 20,90; -1,43; -9,91; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 21,00; -1,48; -9,96; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 21,10; -1,56; -10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 21,20; -1,63; -9,98; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 21,30; -1,65; -9,97; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 21,40; -1,62; -9,99; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 21,50; -1,57; -10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 21,60; -1,54; -10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 21,70; -1,55; -10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 21,80; -1,56; -10,00; 0,00
Complete Physics Engine - Steep Hilly Terrain - Slow x; 21,90; -1,57; -10,00; 0,00
